timestamp,sensor_id,tipo,valor,unidade,qos,latencia_ms,status,alerta
2026-08-18 21:45:54,sensor_temp_01,temperatura,51.02,C,1,0.59,ok,False
2026-08-18 21:45:55,sensor_temp_01,temperatura,50.26,C,1,3.21,ok,False
2026-08-18 21:45:56,sensor_temp_01,temperatura,50.45,C,1,0.7,ok,False
2026-08-18 21:48:35,sensor_temp_01,temperatura,50.11,C,1,26.78,ok,False
2026-08-18 21:48:36,sensor_temp_01,temperatura,50.25,C,1,0.94,ok,False
2026-08-18 21:48:37,sensor_temp_01,temperatura,51.94,C,1,0.93,ok,False
2026-08-18 21:48:38,sensor_temp_01,temperatura,52.35,C,1,1.47,ok,False
2026-08-18 21:48:39,sensor_temp_01,temperatura,52.77,C,1,1.45,ok,False
2026-08-18 21:48:40,sensor_temp_01,temperatura,54.28,C,1,0.77,ok,False
2026-08-18 21:48:41,sensor_temp_01,temperatura,59.12,C,1,0.63,ok,False
2026-08-18 21:48:42,sensor_temp_01,temperatura,61.77,C,1,0.81,ok,False
2026-08-18 21:48:43,sensor_temp_01,temperatura,65.01,C,1,0.83,ok,False
2026-08-18 21:48:44,sensor_temp_01,temperatura,65.46,C,1,0.71,ok,False
2026-08-18 21:48:45,sensor_temp_01,temperatura,68.53,C,1,0.76,ok,False
2026-08-18 21:48:46,sensor_temp_01,temperatura,74.49,C,1,1.32,ok,False
2026-08-18 21:48:47,sensor_temp_01,temperatura,76.54,C,1,0.86,ok,False
2026-08-18 21:48:48,sensor_temp_01,temperatura,78.34,C,1,1.4,ok,False
2026-08-18 21:48:49,sensor_temp_01,temperatura,81.23,C,1,2.43,ok,True
2026-08-18 21:48:50,sensor_temp_01,temperatura,85.16,C,1,0.86,ok,True
2026-08-18 21:48:51,sensor_temp_01,temperatura,85.69,C,1,1.0,ok,True
2026-08-18 21:48:52,sensor_temp_01,temperatura,87.45,C,1,1.0,ok,True
2026-08-18 21:48:53,sensor_temp_01,temperatura,88.16,C,1,1.35,ok,True
2026-08-18 21:48:54,sensor_temp_01,temperatura,88.99,C,1,1.29,ok,True
2026-08-18 21:48:55,sensor_temp_01,temperatura,91.2,C,1,0.65,ok,True
2026-08-18 21:48:56,sensor_temp_01,temperatura,90.16,C,1,1.17,ok,True
2026-08-18 21:48:57,sensor_temp_01,temperatura,,C,1,,sem_conexao,False
2026-08-18 21:48:58,sensor_temp_01,temperatura,,C,1,,sem_conexao,False
2026-08-18 21:48:59,sensor_temp_01,temperatura,,C,1,,sem_conexao,False
2026-08-18 21:49:00,sensor_temp_01,temperatura,,C,1,,sem_conexao,False
2026-08-18 21:49:01,sensor_temp_01,temperatura,,C,1,,sem_conexao,False
2026-08-18 21:49:02,sensor_temp_01,temperatura,,C,1,,sem_conexao,False
2026-08-18 21:49:03,sensor_temp_01,temperatura,,C,1,,sem_conexao,False
2026-08-18 21:49:04,sensor_temp_01,temperatura,72.09,C,1,0.75,ok,False
