timestamp,sensor_id,tipo,valor,unidade,qos,latencia_ms,status,alerta
2026-08-18 20:15:10,sensor_vib_06,vibracao,3.81,Hz,1,0.62,ok,False
2026-08-18 20:15:11,sensor_vib_06,vibracao,4.93,Hz,1,0.45,ok,False
2026-08-18 20:15:12,sensor_vib_06,vibracao,4.91,Hz,1,0.52,ok,False
2026-08-18 20:15:13,sensor_vib_06,vibracao,7.42,Hz,1,0.6,ok,False
2026-08-18 20:15:14,sensor_vib_06,vibracao,8.53,Hz,1,0.52,ok,False
2026-08-18 20:15:15,sensor_vib_06,vibracao,8.71,Hz,1,0.32,ok,False
2026-08-18 20:15:16,sensor_vib_06,vibracao,10.9,Hz,1,0.87,ok,False
2026-08-18 20:15:17,sensor_vib_06,vibracao,11.84,Hz,1,0.6,ok,False
2026-08-18 20:15:18,sensor_vib_06,vibracao,12.44,Hz,1,0.45,ok,False
2026-08-18 20:15:19,sensor_vib_06,vibracao,13.74,Hz,1,0.55,ok,False
2026-08-18 20:15:20,sensor_vib_06,vibracao,14.23,Hz,1,0.43,ok,False
2026-08-18 20:15:21,sensor_vib_06,vibracao,14.47,Hz,1,0.8,ok,False
2026-08-18 20:15:22,sensor_vib_06,vibracao,16.2,Hz,1,0.61,ok,False
2026-08-18 20:15:23,sensor_vib_06,vibracao,15.18,Hz,1,0.36,ok,False
2026-08-18 20:15:24,sensor_vib_06,vibracao,16.46,Hz,1,0.9,ok,False
2026-08-18 20:15:25,sensor_vib_06,vibracao,15.84,Hz,1,0.8,ok,False
2026-08-18 20:15:26,sensor_vib_06,vibracao,16.24,Hz,1,0.46,ok,False
2026-08-18 20:15:27,sensor_vib_06,vibracao,15.75,Hz,1,0.44,ok,False
2026-08-18 20:15:28,sensor_vib_06,vibracao,14.1,Hz,1,0.4,ok,False
2026-08-18 20:15:29,sensor_vib_06,vibracao,12.85,Hz,1,0.53,ok,False
2026-08-18 20:15:30,sensor_vib_06,vibracao,13.03,Hz,1,0.46,ok,False
2026-08-18 20:15:31,sensor_vib_06,vibracao,12.31,Hz,1,0.51,ok,False
2026-08-18 20:15:32,sensor_vib_06,vibracao,10.98,Hz,1,0.75,ok,False
2026-08-18 20:15:33,sensor_vib_06,vibracao,8.68,Hz,1,0.38,ok,False
2026-08-18 20:15:34,sensor_vib_06,vibracao,7.31,Hz,1,0.53,ok,False
2026-08-18 20:15:35,sensor_vib_06,vibracao,6.67,Hz,1,0.58,ok,False
2026-08-18 20:15:36,sensor_vib_06,vibracao,4.84,Hz,1,0.38,ok,False
2026-08-18 20:15:37,sensor_vib_06,vibracao,4.13,Hz,1,0.8,ok,False
2026-08-18 20:15:38,sensor_vib_06,vibracao,3.3,Hz,1,0.54,ok,False
2026-08-18 20:15:39,sensor_vib_06,vibracao,2.01,Hz,1,0.46,ok,False
2026-08-18 20:15:40,sensor_vib_06,vibracao,0.92,Hz,1,0.44,ok,False
2026-08-18 20:15:41,sensor_vib_06,vibracao,0.69,Hz,1,0.37,ok,False
2026-08-18 20:15:42,sensor_vib_06,vibracao,0.0,Hz,1,0.66,ok,False
2026-08-18 20:15:43,sensor_vib_06,vibracao,0.87,Hz,1,0.4,ok,False
2026-08-18 20:15:44,sensor_vib_06,vibracao,0.3,Hz,1,0.5,ok,False
2026-08-18 20:15:45,sensor_vib_06,vibracao,0.0,Hz,1,0.95,ok,False
2026-08-18 20:15:46,sensor_vib_06,vibracao,0.83,Hz,1,1.17,ok,False
2026-08-18 20:15:47,sensor_vib_06,vibracao,0.35,Hz,1,0.81,ok,False
2026-08-18 20:15:48,sensor_vib_06,vibracao,1.96,Hz,1,0.55,ok,False
2026-08-18 20:15:49,sensor_vib_06,vibracao,3.14,Hz,1,0.68,ok,False
2026-08-18 20:15:50,sensor_vib_06,vibracao,3.87,Hz,1,0.3,ok,False
2026-08-18 20:15:51,sensor_vib_06,vibracao,4.82,Hz,1,0.86,ok,False
2026-08-18 20:15:52,sensor_vib_06,vibracao,5.1,Hz,1,0.64,ok,False
2026-08-18 20:15:53,sensor_vib_06,vibracao,6.56,Hz,1,0.91,ok,False
2026-08-18 20:15:54,sensor_vib_06,vibracao,7.45,Hz,1,0.91,ok,False
2026-08-18 20:15:55,sensor_vib_06,vibracao,9.86,Hz,1,0.94,ok,False
2026-08-18 20:15:56,sensor_vib_06,vibracao,11.27,Hz,1,0.38,ok,False
2026-08-18 20:15:57,sensor_vib_06,vibracao,12.6,Hz,1,0.89,ok,False
2026-08-18 20:15:58,sensor_vib_06,vibracao,13.06,Hz,1,0.61,ok,False
2026-08-18 20:15:59,sensor_vib_06,vibracao,13.22,Hz,1,0.52,ok,False
2026-08-18 20:16:00,sensor_vib_06,vibracao,14.5,Hz,1,0.98,ok,False
2026-08-18 20:16:01,sensor_vib_06,vibracao,15.4,Hz,1,1.03,ok,False
2026-08-18 20:16:02,sensor_vib_06,vibracao,15.01,Hz,1,0.78,ok,False
2026-08-18 20:16:03,sensor_vib_06,vibracao,15.42,Hz,1,0.63,ok,False
2026-08-18 20:16:04,sensor_vib_06,vibracao,16.41,Hz,1,0.92,ok,False
2026-08-18 20:16:05,sensor_vib_06,vibracao,15.3,Hz,1,0.88,ok,False
2026-08-18 20:16:06,sensor_vib_06,vibracao,15.85,Hz,1,0.8,ok,False
2026-08-18 20:16:07,sensor_vib_06,vibracao,14.91,Hz,1,0.48,ok,False
2026-08-18 20:16:08,sensor_vib_06,vibracao,15.05,Hz,1,0.66,ok,False
2026-08-18 20:16:09,sensor_vib_06,vibracao,12.85,Hz,1,0.93,ok,False
2026-08-18 20:16:10,sensor_vib_06,vibracao,12.15,Hz,1,1.02,ok,False
