timestamp,sensor_id,tipo,valor,unidade,qos,latencia_ms,status,alerta
2026-08-18 20:15:08,sensor_temp_02,temperatura,64.26,C,1,0.44,ok,False
2026-08-18 20:15:09,sensor_temp_02,temperatura,62.54,C,1,0.34,ok,False
2026-08-18 20:15:10,sensor_temp_02,temperatura,57.71,C,1,0.56,ok,False
2026-08-18 20:15:11,sensor_temp_02,temperatura,57.73,C,1,0.41,ok,False
2026-08-18 20:15:12,sensor_temp_02,temperatura,53.95,C,1,0.64,ok,False
2026-08-18 20:15:13,sensor_temp_02,temperatura,51.35,C,1,0.47,ok,False
2026-08-18 20:15:14,sensor_temp_02,temperatura,52.48,C,1,1.27,ok,False
2026-08-18 20:15:15,sensor_temp_02,temperatura,50.76,C,1,0.81,ok,False
2026-08-18 20:15:16,sensor_temp_02,temperatura,51.12,C,1,1.06,ok,False
2026-08-18 20:15:17,sensor_temp_02,temperatura,48.83,C,1,0.93,ok,False
2026-08-18 20:15:18,sensor_temp_02,temperatura,51.95,C,1,0.45,ok,False
2026-08-18 20:15:19,sensor_temp_02,temperatura,52.19,C,1,0.98,ok,False
2026-08-18 20:15:20,sensor_temp_02,temperatura,54.45,C,1,0.92,ok,False
2026-08-18 20:15:21,sensor_temp_02,temperatura,55.65,C,1,0.66,ok,False
2026-08-18 20:15:22,sensor_temp_02,temperatura,58.6,C,1,0.94,ok,False
2026-08-18 20:15:23,sensor_temp_02,temperatura,61.62,C,1,0.41,ok,False
2026-08-18 20:15:24,sensor_temp_02,temperatura,62.33,C,1,0.95,ok,False
2026-08-18 20:15:25,sensor_temp_02,temperatura,66.16,C,1,0.97,ok,False
2026-08-18 20:15:26,sensor_temp_02,temperatura,68.27,C,1,0.89,ok,False
2026-08-18 20:15:27,sensor_temp_02,temperatura,73.2,C,1,0.97,ok,False
2026-08-18 20:15:28,sensor_temp_02,temperatura,74.02,C,1,0.8,ok,False
2026-08-18 20:15:29,sensor_temp_02,temperatura,79.55,C,1,1.05,ok,False
2026-08-18 20:15:30,sensor_temp_02,temperatura,81.24,C,1,0.57,ok,True
2026-08-18 20:15:31,sensor_temp_02,temperatura,83.19,C,1,0.94,ok,True
2026-08-18 20:15:32,sensor_temp_02,temperatura,86.82,C,1,0.84,ok,True
2026-08-18 20:15:33,sensor_temp_02,temperatura,87.22,C,1,0.99,ok,True
2026-08-18 20:15:34,sensor_temp_02,temperatura,88.81,C,1,1.29,ok,True
2026-08-18 20:15:35,sensor_temp_02,temperatura,90.58,C,1,0.98,ok,True
2026-08-18 20:15:36,sensor_temp_02,temperatura,91.06,C,1,0.32,ok,True
2026-08-18 20:15:37,sensor_temp_02,temperatura,88.82,C,1,0.82,ok,True
2026-08-18 20:15:38,sensor_temp_02,temperatura,90.47,C,1,0.63,ok,True
2026-08-18 20:15:39,sensor_temp_02,temperatura,87.56,C,1,0.75,ok,True
2026-08-18 20:15:40,sensor_temp_02,temperatura,87.63,C,1,0.66,ok,True
2026-08-18 20:15:41,sensor_temp_02,temperatura,84.44,C,1,0.87,ok,True
2026-08-18 20:15:42,sensor_temp_02,temperatura,82.01,C,1,1.09,ok,True
2026-08-18 20:15:43,sensor_temp_02,temperatura,80.97,C,1,0.57,ok,True
2026-08-18 20:15:44,sensor_temp_02,temperatura,78.12,C,1,0.78,ok,False
2026-08-18 20:15:45,sensor_temp_02,temperatura,72.56,C,1,0.61,ok,False
2026-08-18 20:15:46,sensor_temp_02,temperatura,71.58,C,1,0.69,ok,False
2026-08-18 20:15:47,sensor_temp_02,temperatura,67.04,C,1,0.48,ok,False
2026-08-18 20:15:48,sensor_temp_02,temperatura,64.27,C,1,0.4,ok,False
2026-08-18 20:15:49,sensor_temp_02,temperatura,61.33,C,1,0.72,ok,False
2026-08-18 20:15:50,sensor_temp_02,temperatura,58.97,C,1,1.01,ok,False
2026-08-18 20:15:51,sensor_temp_02,temperatura,56.91,C,1,0.89,ok,False
2026-08-18 20:15:52,sensor_temp_02,temperatura,53.03,C,1,0.73,ok,False
2026-08-18 20:15:53,sensor_temp_02,temperatura,52.12,C,1,1.0,ok,False
2026-08-18 20:15:54,sensor_temp_02,temperatura,52.31,C,1,0.7,ok,False
2026-08-18 20:15:55,sensor_temp_02,temperatura,51.25,C,1,0.84,ok,False
2026-08-18 20:15:56,sensor_temp_02,temperatura,50.39,C,1,1.0,ok,False
2026-08-18 20:15:57,sensor_temp_02,temperatura,50.16,C,1,0.83,ok,False
2026-08-18 20:15:58,sensor_temp_02,temperatura,50.68,C,1,0.65,ok,False
2026-08-18 20:15:59,sensor_temp_02,temperatura,51.85,C,1,0.91,ok,False
2026-08-18 20:16:00,sensor_temp_02,temperatura,53.75,C,1,0.69,ok,False
2026-08-18 20:16:01,sensor_temp_02,temperatura,55.25,C,1,0.96,ok,False
2026-08-18 20:16:02,sensor_temp_02,temperatura,57.92,C,1,0.95,ok,False
2026-08-18 20:16:03,sensor_temp_02,temperatura,59.89,C,1,1.06,ok,False
2026-08-18 20:16:04,sensor_temp_02,temperatura,63.99,C,1,0.4,ok,False
2026-08-18 20:16:05,sensor_temp_02,temperatura,66.46,C,1,0.42,ok,False
2026-08-18 20:16:06,sensor_temp_02,temperatura,68.97,C,1,0.85,ok,False
2026-08-18 20:16:07,sensor_temp_02,temperatura,71.28,C,1,0.94,ok,False
2026-08-18 20:16:08,sensor_temp_02,temperatura,75.64,C,1,0.47,ok,False
2026-08-18 20:16:09,sensor_temp_02,temperatura,79.31,C,1,0.82,ok,False
2026-08-18 20:16:10,sensor_temp_02,temperatura,81.76,C,1,0.78,ok,True
2026-08-18 20:16:11,sensor_temp_02,temperatura,84.07,C,1,0.84,ok,True
